"OTUname","kingdom","phylum","class","order","family","genus","species","A","B","C"
"OTU_925","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified Blautia",1.95996398454005,0,0
"OTU_1094","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","muciniphila",1.50501265869127,0,1.95996398454005
"OTU_263","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_655","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","muciniphila",1.50501265869127,0,1.95996398454005
"OTU_247","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","indistinctus",1.95996398454005,0,0
"OTU_532","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","muciniphila",1.50501265869127,0,1.95996398454005
"OTU_1109","Bacteria","Tenericutes","Mollicutes","RF39","unclassified RF39","unclassified RF39","unclassified unclassified RF39",0,0,0
"OTU_342","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","faecis",1.95996398454005,0,0
"OTU_273","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_382","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1373","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","celatum",0.584402026946505,0,0
"OTU_448","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_888","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus","pullicaecorum",1.95996398454005,0,0
"OTU_334","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","unclassified Anaerotruncus",1.95996398454005,0,0
"OTU_840","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_390","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","faecis",1.95996398454005,0,0
"OTU_286","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_968","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae","unclassified Christensenellaceae",0,0,0
"OTU_723","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae","unclassified Rikenellaceae",1.95996398454005,0,0
"OTU_1374","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_890","Bacteria","Tenericutes","Mollicutes","RF39","unclassified RF39","unclassified RF39","unclassified unclassified RF39",0,0,0
"OTU_265","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","02d06","unclassified 02d06",0,0,0
"OTU_1113","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Acanthamoeba","healyi",0,0,0
"OTU_1370","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified Blautia",1.95996398454005,0,0
"OTU_1379","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Acidaminococcus","unclassified Acidaminococcus",0,0,0
"OTU_824","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","methylpentosum",0.584402026946505,0,0
"OTU_211","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_1355","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","longicatena",1.56435806527895,0,0
"OTU_923","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","celatum",0.584402026946505,0,0
"OTU_1378","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","unclassified Parabacteroides",0,1.95996398454005,0
"OTU_464","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","methylpentosum",0.584402026946505,0,0
"OTU_144","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","parvula",-1.95996398454005,0,0
"OTU_569","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_748","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_417","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_549","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","Mogibacteriaceae","unclassified Mogibacteriaceae",0,0,0
"OTU_256","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","Mogibacteriaceae","unclassified Mogibacteriaceae",0,0,0
"OTU_333","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_97","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","unclassified Desulfovibrio",0,0,0
"OTU_1443","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","putredinis",1.95996398454005,0,0
"OTU_1420","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_1329","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_1178","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified Coprococcus",1.95996398454005,0,0
"OTU_716","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","intestinihominis",-3.29052673149192,0,0
"OTU_1292","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified Blautia",1.95996398454005,0,0
"OTU_233","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_434","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae","unclassified Christensenellaceae",0,0,0
"OTU_1331","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","faecis",1.95996398454005,0,0
"OTU_536","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis",-1.27106907394998,-3.34252852528512,0
"OTU_788","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii",1.95996398454005,3.36352062135103,2.88613889634095
"OTU_922","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","unclassified Streptococcus",-1.95996398454005,0,0
"OTU_889","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paraprevotellaceae","Paraprevotella","unclassified Paraprevotella",0,0,0
"OTU_868","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae","unclassified Rikenellaceae",1.95996398454005,0,0
"OTU_1320","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_281","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1097","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_230","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_1380","Bacteria","Firmicutes","Clostridia","Clostridiales","Dehalobacteriaceae","Dehalobacterium","unclassified Dehalobacterium",0,0,0
"OTU_1318","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified Blautia",1.95996398454005,0,0
"OTU_999","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_280","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus","pullicaecorum",1.95996398454005,0,0
"OTU_369","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","cc_115","unclassified cc_115",0,0,0
"OTU_950","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_1368","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_809","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_41","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_583","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","methylpentosum",0.584402026946505,0,0
"OTU_192","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_35","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_61","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiellaceae","unclassified Barnesiellaceae",-0.434696310338533,0,0
"OTU_198","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","unclassified Butyricimonas",-2.15707270447901,0,0
"OTU_608","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","unclassified Acinetobacter",-1.95996398454005,0,0
"OTU_15","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_1209","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Cinnamomum","camphora",0,0,0
"OTU_864","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_429","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacter","formigenes",0,0,0
"OTU_277","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_162","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","ramosum",0.584402026946505,0,0
"OTU_285","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","unclassified Roseburia",1.95996398454005,0,0
"OTU_1319","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","caccae",-1.27106907394998,-3.34252852528512,0
"OTU_348","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","variabile",1.95996398454005,0,0
"OTU_777","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri",1.95996398454005,0,0
"OTU_897","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_136","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","callidus",1.95996398454005,-1.95996398454005,0
"OTU_428","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1055","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hungatella","hathewayi",1.95996398454005,0,0
"OTU_161","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_216","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Coriobacteriaceae","unclassified Coriobacteriaceae",1.95996398454005,0,0
"OTU_1305","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_792","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_361","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","Mogibacteriaceae","unclassified Mogibacteriaceae",0,0,0
"OTU_403","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallaceae","unclassified Victivallaceae",0,0,0
"OTU_225","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_906","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri",1.95996398454005,0,0
"OTU_207","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_439","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","unclassified Campylobacter",0,0,0
"OTU_375","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","WAL_1855D","unclassified WAL_1855D",0,0,0
"OTU_303","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_507","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri",1.95996398454005,0,0
"OTU_502","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacteriaceae","unclassified Fusobacteriaceae",0,0,0
"OTU_673","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_269","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","unclassified Aggregatibacter",-1.95996398454005,0,0
"OTU_712","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_1382","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_415","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_184","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_992","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_754","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","unclassified Dorea",1.56435806527895,0,0
"OTU_1233","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Silene","vulgaris",0,0,0
"OTU_721","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","fragi",0,0,0
"OTU_224","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_1312","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_1327","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","unclassified Roseburia",1.95996398454005,0,0
"OTU_552","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_642","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_60","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens",1.95996398454005,0,0
"OTU_963","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified Blautia",1.95996398454005,0,0
"OTU_1311","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","unclassified Lachnospira",1.95996398454005,-2.61205414122928,0
"OTU_817","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","indistinctus",1.95996398454005,0,0
"OTU_477","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","salivarius",0,0,0
"OTU_243","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified Coprococcus",1.95996398454005,0,0
"OTU_970","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea","agglomerans",-2.05374891063182,0,1.95996398454005
"OTU_231","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_912","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii",1.95996398454005,3.36352062135103,2.88613889634095
"OTU_896","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_208","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","unclassified Proteus",-2.05374891063182,0,1.95996398454005
"OTU_95","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","unclassified Fusobacterium",-1.95996398454005,0,0
"OTU_697","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","variabile",1.95996398454005,0,0
"OTU_1306","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","unclassified Dorea",1.56435806527895,0,0
"OTU_907","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified Blautia",1.95996398454005,0,0
"OTU_572","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","Peptoniphilus","unclassified Peptoniphilus",0,0,0
"OTU_724","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium","unclassified Oribacterium",1.95996398454005,0,0
"OTU_759","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_1345","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","inulinivorans",1.95996398454005,0,0
"OTU_609","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Eubacterium","unclassified Eubacterium",0,0,0
"OTU_1105","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_1313","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnobacterium","unclassified Lachnobacterium",1.95996398454005,0,0
"OTU_764","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_996","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified Prevotella",1.95996398454005,0,0
"OTU_1317","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","adolescentis",1.95996398454005,0,0
"OTU_644","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","Peptoniphilus","unclassified Peptoniphilus",0,0,0
"OTU_592","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","unclassified Butyricimonas",-2.15707270447901,0,0
"OTU_297","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_501","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Shuttleworthia","unclassified Shuttleworthia",1.95996398454005,0,0
"OTU_654","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_503","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_835","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_956","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus","pullicaecorum",1.95996398454005,0,0
"OTU_489","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_1142","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Cinnamomum","camphora",0,0,0
"OTU_1232","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Chlamydomonadaceae","Carteria","cerasiformis",0,0,0
"OTU_1072","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","unclassified Lachnospira",1.95996398454005,-2.61205414122928,0
"OTU_1308","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonadaceae","unclassified Aeromonadaceae",0,0,0
"OTU_908","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified Blautia",1.95996398454005,0,0
"OTU_1133","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae","unclassified Rikenellaceae",1.95996398454005,0,0
"OTU_1400","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallaceae","unclassified Victivallaceae",0,0,0
"OTU_666","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","unclassified Corynebacterium",0,0,0
"OTU_527","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","Peptoniphilus","unclassified Peptoniphilus",0,0,0
"OTU_414","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Cytophagales","QSSC5-1",0,0,0
"OTU_1087","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus","gnavus",1.95996398454005,-1.95996398454005,0
"OTU_467","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_976","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1046","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","variabile",1.95996398454005,0,0
"OTU_873","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis",-1.27106907394998,-3.34252852528512,0
"OTU_1280","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii",1.95996398454005,3.36352062135103,2.88613889634095
"OTU_725","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_566","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","formicigenerans",1.56435806527895,0,0
"OTU_853","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","caccae",-1.27106907394998,-3.34252852528512,0
"OTU_500","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","muciniphila",1.50501265869127,0,1.95996398454005
"OTU_601","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","onderdonkii",1.95996398454005,0,0
"OTU_137","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_872","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","parvula",-1.95996398454005,0,0
"OTU_559","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","Finegoldia","unclassified Finegoldia",0,0,0
"OTU_1346","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens",-1.27106907394998,-3.34252852528512,0
"OTU_1086","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii",1.95996398454005,3.36352062135103,2.88613889634095
"OTU_706","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","stercorea",1.95996398454005,0,0
"OTU_560","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7","S24-7","unclassified S24-7",0,0,0
"OTU_1402","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Abiotrophia","unclassified Abiotrophia",0,0,0
"OTU_1385","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Gemmiger","formicilis",1.95996398454005,0,0
"OTU_726","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_44","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_1446","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae","unclassified Rikenellaceae",1.95996398454005,0,0
"OTU_1353","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_779","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","human","gut metagenome",1.95996398454005,0,0
